timestamp,roll_deg,pitch_deg,yaw_deg,rollspeed_dps,pitchspeed_dps,yawspeed_dps,ch1_roll,ch2_pitch,ch3_throttle,ch4_yaw,ch5,ch6,ch7,ch8,armed
2026-04-25T19:34:08.946,-2.745,10.075,329.672,42.05,-72.996,29.531,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.045,-2.745,10.075,329.672,42.05,-72.996,29.531,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.046,0.643,4.417,331.927,18.032,-37.626,10.81,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.046,0.643,4.417,331.927,18.032,-37.626,10.81,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.145,1.623,0.829,332.371,6.405,-42.012,3.754,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.146,1.623,0.829,332.371,6.405,-42.012,3.754,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.245,2.743,-4.922,332.622,15.239,-68.799,12.324,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.246,2.743,-4.922,332.622,15.239,-68.799,12.324,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.348,4.89,-12.764,333.378,24.61,-83.655,19.975,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.348,4.89,-12.764,333.378,24.61,-83.655,19.975,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.448,7.04,-21.049,334.456,15.863,-68.778,20.283,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.448,7.04,-21.049,334.456,15.863,-68.778,20.283,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.548,8.436,-26.297,334.793,10.989,-29.094,-5.242,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.548,8.436,-26.297,334.793,10.989,-29.094,-5.242,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.647,10.387,-25.63,333.6,13.984,35.715,-19.753,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.647,10.387,-25.63,333.6,13.984,35.715,-19.753,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.745,11.872,-19.798,332.093,5.757,65.196,-33.24,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.745,11.872,-19.798,332.093,5.757,65.196,-33.24,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.847,12.114,-12.584,330.315,-13.715,64.067,-24.017,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.847,12.114,-12.584,330.315,-13.715,64.067,-24.017,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.946,8.613,-5.911,330.031,-54.805,62.121,-8.243,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:09.947,8.613,-5.911,330.031,-54.805,62.121,-8.243,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.043,8.613,-5.911,330.031,-54.805,62.121,-8.243,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.044,4.006,-0.506,330.067,-40.418,42.317,-2.473,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.047,4.006,-0.506,330.067,-40.418,42.317,-2.473,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.147,1.825,2.519,330.143,-11.721,26.897,4.348,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.147,1.825,2.519,330.143,-11.721,26.897,4.348,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.243,0.713,5.7,330.426,-10.02,42.126,1.882,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.244,0.713,5.7,330.426,-10.02,42.126,1.882,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.343,0.183,11.557,330.607,-4.172,73.418,6.645,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.344,0.183,11.557,330.607,-4.172,73.418,6.645,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.443,-0.867,20.621,331.683,-18.602,100.892,11.579,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.444,-0.867,20.621,331.683,-18.602,100.892,11.579,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.542,-3.174,30.112,331.24,-28.462,83.162,-11.956,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.543,-3.174,30.112,331.24,-28.462,83.162,-11.956,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.643,-7.791,34.525,329.458,-43.187,7.481,-7.07,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.645,-7.791,34.525,329.458,-43.187,7.481,-7.07,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.743,-11.598,32.311,330.296,-34.343,-37.626,7.264,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.743,-11.598,32.311,330.296,-34.343,-37.626,7.264,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.843,-12.773,28.308,332.374,-5.013,-48.472,12.448,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.843,-12.773,28.308,332.374,-5.013,-48.472,12.448,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.942,-9.718,22.796,334.49,45.564,-54.273,0.955,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:10.943,-9.718,22.796,334.49,45.564,-54.273,0.955,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.042,-9.718,22.796,334.49,45.564,-54.273,0.955,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.043,-3.667,19.038,332.026,80.9,-20.319,-49.289,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.043,-3.667,19.038,332.026,80.9,-20.319,-49.289,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.142,1.45,17.965,325.595,53.231,-5.163,-68.017,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.142,1.45,17.965,325.595,53.231,-5.163,-68.017,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.241,1.662,15.68,317.287,-0.747,-33.088,-88.868,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.242,1.662,15.68,317.287,-0.747,-33.088,-88.868,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.341,-1.944,12.133,307.227,-16.363,-31.588,-113.349,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.342,-1.944,12.133,307.227,-16.363,-31.588,-113.349,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.441,-4.256,7.792,296.245,2.403,-36.817,-92.601,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.442,-4.256,7.792,296.245,2.403,-36.817,-92.601,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.541,-3.588,5.757,286.733,38.291,12.238,-103.216,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.542,-3.588,5.757,286.733,38.291,12.238,-103.216,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.641,-1.153,8.306,276.673,36.016,32.586,-94.671,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.641,-1.153,8.306,276.673,36.016,32.586,-94.671,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.743,-0.486,9.229,268.967,-9.994,-24.273,-56.581,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.744,-0.486,9.229,268.967,-9.994,-24.273,-56.581,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.840,-3.394,5.969,264.642,-15.678,-7.096,-34.673,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.841,-3.394,5.969,264.642,-15.678,-7.096,-34.673,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.940,-4.804,4.776,263.517,-6.306,-21.544,1.839,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:11.941,-4.804,4.776,263.517,-6.306,-21.544,1.839,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.042,-4.804,4.776,263.517,-6.306,-21.544,1.839,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.043,-3.72,4.144,265.753,27.123,2.369,35.064,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.044,-3.72,4.144,265.753,27.123,2.369,35.064,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.142,0.415,6.187,270.818,24.539,15.334,79.723,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.143,0.415,6.187,270.818,24.539,15.334,79.723,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.242,1.06,5.635,281.335,-15.935,-17.364,121.309,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.243,1.06,5.635,281.335,-15.935,-17.364,121.309,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.341,0.161,2.455,295.447,-18.561,-37.19,151.657,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.342,0.161,2.455,295.447,-18.561,-37.19,151.657,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.441,-1.263,-1.093,309.424,-12.327,-33.227,121.674,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.442,-1.263,-1.093,309.424,-12.327,-33.227,121.674,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.541,-2.416,-3.857,319.862,-1.83,-21.771,87.094,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.542,-2.416,-3.857,319.862,-1.83,-21.771,87.094,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.642,-2.31,-4.267,328.738,17.491,7.538,77.787,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.642,-2.31,-4.267,328.738,17.491,7.538,77.787,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.741,-0.451,-1.568,334.905,25.527,39.19,55.068,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.742,-0.451,-1.568,334.905,25.527,39.19,55.068,0,0,0,0,0,0,0,0,1
